name,title,source_table_name,dest_table_name,stage,start_line,end_line,header_lines,description,reftype,ref,state
api,API Root Url,,,0,,,,,ref,http://services.healthindicators.gov/v5/REST.svc/,synced
indicator_444,,indicator,indicator,2,,,,Reduced joint mobility: persons with hemophilia,generator,GenerateIndicator;444,synced
indicator_45,,indicator,indicator,2,,,,Ozone days (number),generator,GenerateIndicator;45,synced
indicator_462,,indicator,indicator,2,,,,End-stage renal disease,generator,GenerateIndicator;462,synced
indicator_463,,indicator,indicator,2,,,,End-stage renal disease deaths: hemodialysis patients,generator,GenerateIndicator;463,synced
indicator_464,,indicator,indicator,2,,,,Early death: hemodialysis patients,generator,GenerateIndicator;464,synced
indicator_465,,indicator,indicator,2,,,,Cardiovascular death: hemodialysis patients,generator,GenerateIndicator;465,synced
indicator_466,,indicator,indicator,2,,,,Death: kidney transplant patients,generator,GenerateIndicator;466,synced
indicator_467,,indicator,indicator,2,,,,Cardiovascular death: kidney transplant patients,generator,GenerateIndicator;467,synced
indicator_468,,indicator,indicator,2,,,,Nephrologist seen at least 12 months before hemodialysis initiation,generator,GenerateIndicator;468,synced
indicator_469,,indicator,indicator,2,,,,Vascular access for hemodialysis,generator,GenerateIndicator;469,synced
indicator_470,,indicator,indicator,2,,,,Catheter use for vascular access: hemodialysis patients,generator,GenerateIndicator;470,synced
indicator_471,,indicator,indicator,2,,,,Arteriovenous fistula use: hemodialysis patients,generator,GenerateIndicator;471,synced
indicator_472,,indicator,indicator,2,,,,Kidney waitlist/transplantation: hemodialysis patients < 70 years,generator,GenerateIndicator;472,synced
indicator_473,,indicator,indicator,2,,,,Kidney transplantation within 3 years: hemodialysis patients,generator,GenerateIndicator;473,synced
indicator_474,,indicator,indicator,2,,,,Preemptive transplantation in end stage kidney failure,generator,GenerateIndicator;474,synced
indicator_475,,indicator,indicator,2,,,,End-stage kidney failure due to diabetes,generator,GenerateIndicator;475,synced
indicator_476,,indicator,indicator,2,,,,End-stage kidney failure: diabetics,generator,GenerateIndicator;476,synced
indicator_477,,indicator,indicator,2,,,,Medical evaluation: chronic kidney disease older adults,generator,GenerateIndicator;477,synced
indicator_478,,indicator,indicator,2,,,,Medical evaluation: chronic kidney disease & diabetes older adults,generator,GenerateIndicator;478,synced
indicator_479,,indicator,indicator,2,,,,Medical treatment: chronic kidney disease & diabetes older adults,generator,GenerateIndicator;479,synced
indicator_48,,indicator,indicator,2,,,,Healthy food outlets (percent),generator,GenerateIndicator;48,synced
indicator_480,,indicator,indicator,2,,,,Hypertension: adults with chronic kidney disease,generator,GenerateIndicator;480,synced
indicator_481,,indicator,indicator,2,,,,High blood cholesterol: adults with chronic kidney disease,generator,GenerateIndicator;481,synced
indicator_482,,indicator,indicator,2,,,,Renal evaluation after kidney injury: Medicare,generator,GenerateIndicator;482,synced
indicator_483,,indicator,indicator,2,,,,Chronic kidney disease: adults,generator,GenerateIndicator;483,synced
indicator_484,,indicator,indicator,2,,,,Chronic kidney disease deaths: adults,generator,GenerateIndicator;484,synced
indicator_485,,indicator,indicator,2,,,,Renal function knowledge: chronic kidney disease adults aged 45+,generator,GenerateIndicator;485,synced
indicator_486,,indicator,indicator,2,,,,"Cancer deaths, total",generator,GenerateIndicator;486,synced
indicator_487,,indicator,indicator,2,,,,Lung cancer deaths,generator,GenerateIndicator;487,synced
indicator_488,,indicator,indicator,2,,,,Breast cancer deaths,generator,GenerateIndicator;488,synced
indicator_489,,indicator,indicator,2,,,,Uterine cervix cancer deaths,generator,GenerateIndicator;489,synced
indicator_490,,indicator,indicator,2,,,,"Colorectal cancer deaths, including unspecified sites",generator,GenerateIndicator;490,synced
indicator_491,,indicator,indicator,2,,,,Oropharyngeal cancer deaths,generator,GenerateIndicator;491,synced
indicator_492,,indicator,indicator,2,,,,Prostate cancer deaths,generator,GenerateIndicator;492,synced
indicator_493,,indicator,indicator,2,,,,Melanoma cancer deaths,generator,GenerateIndicator;493,synced
indicator_494,,indicator,indicator,2,,,,Mammography counseling: women 50-74 years,generator,GenerateIndicator;494,synced
indicator_495,,indicator,indicator,2,,,,Pap test counseling: women 21-65 years,generator,GenerateIndicator;495,synced
indicator_497,,indicator,indicator,2,,,,Statewide cancer registries,generator,GenerateIndicator;497,synced
indicator_498,,indicator,indicator,2,,,,Cancer survival,generator,GenerateIndicator;498,synced
indicator_5,,indicator,indicator,2,,,,Fair or poor health: adults (percent) (Source: BRFSS),generator,GenerateIndicator;5,synced
indicator_500,,indicator,indicator,2,,,,Sunburn: adults,generator,GenerateIndicator;500,synced
indicator_50001,,indicator,indicator,2,,,,"Federally Qualified Health Center and Rural Health Clinic visits (per 1,000 beneficiaries)",generator,GenerateIndicator;50001,synced
indicator_50002,,indicator,indicator,2,,,,Federally Qualified Health Center and Rural Health Clinic Medicare users (number),generator,GenerateIndicator;50002,synced
indicator_50003,,indicator,indicator,2,,,,Federally Qualified Health Center and Rural Health Clinic Medicare utilization (percent),generator,GenerateIndicator;50003,synced
indicator_50004,,indicator,indicator,2,,,,"Dialysis Medicare visits (per 1,000 beneficiaries)",generator,GenerateIndicator;50004,synced
indicator_50005,,indicator,indicator,2,,,,Dialysis Medicare users (number),generator,GenerateIndicator;50005,synced
indicator_50006,,indicator,indicator,2,,,,Dialysis Medicare utilization (percent),generator,GenerateIndicator;50006,synced
indicator_50007,,indicator,indicator,2,,,,Asthma Medicare beneficiaries (number),generator,GenerateIndicator;50007,synced
indicator_50008,,indicator,indicator,2,,,,Asthma Medicare beneficiaries (percent),generator,GenerateIndicator;50008,synced
indicator_50009,,indicator,indicator,2,,,,Hypertension Medicare beneficiaries (number),generator,GenerateIndicator;50009,synced
indicator_50010,,indicator,indicator,2,,,,Hypertension Medicare beneficiaries (percent),generator,GenerateIndicator;50010,synced
indicator_50011,,indicator,indicator,2,,,,"Diabetes deaths (per 100,000)",generator,GenerateIndicator;50011,synced
indicator_50012,,indicator,indicator,2,,,,"Chronic lower respiratory disease deaths (per 100,000)",generator,GenerateIndicator;50012,synced
indicator_50013,,indicator,indicator,2,,,,"Influenza and pneumonia deaths (per 100,000)",generator,GenerateIndicator;50013,synced
indicator_50014,,indicator,indicator,2,,,,"Kidney diseases deaths (per 100,000)",generator,GenerateIndicator;50014,synced
indicator_50015,,indicator,indicator,2,,,,"Alzheimer's disease deaths (per 100,000)",generator,GenerateIndicator;50015,synced
indicator_50016,,indicator,indicator,2,,,,"Alzheimer's Disease, Related Disorders, or Senile Dementia Medicare beneficiaries (number)",generator,GenerateIndicator;50016,synced
indicator_50017,,indicator,indicator,2,,,,Arthritis Medicare beneficiaries (number),generator,GenerateIndicator;50017,synced
indicator_50018,,indicator,indicator,2,,,,High cholesterol Medicare beneficiaries (number),generator,GenerateIndicator;50018,synced
indicator_50019,,indicator,indicator,2,,,,Osteoporosis Medicare beneficiaries (number),generator,GenerateIndicator;50019,synced
indicator_50020,,indicator,indicator,2,,,,Stroke Medicare beneficiaries (number),generator,GenerateIndicator;50020,synced
indicator_50021,,indicator,indicator,2,,,,"Alzheimer's Disease, Related Disorders, or Senile Dementia Medicare beneficiaries (percent)",generator,GenerateIndicator;50021,synced
indicator_50022,,indicator,indicator,2,,,,Arthritis Medicare beneficiaries (percent),generator,GenerateIndicator;50022,synced
indicator_50023,,indicator,indicator,2,,,,High cholesterol Medicare beneficiaries (percent),generator,GenerateIndicator;50023,synced
indicator_50024,,indicator,indicator,2,,,,Osteoporosis Medicare beneficiaries (percent),generator,GenerateIndicator;50024,synced
indicator_50025,,indicator,indicator,2,,,,Stroke Medicare beneficiaries (percent),generator,GenerateIndicator;50025,synced
indicator_50026,,indicator,indicator,2,,,,Transplant Centers  (number),generator,GenerateIndicator;50026,synced
indicator_50028,,indicator,indicator,2,,,,Social-emotional support lacking: Adults (percent),generator,GenerateIndicator;50028,synced
indicator_50031,,indicator,indicator,2,,,,Asthma: children (percent),generator,GenerateIndicator;50031,synced
indicator_50032,,indicator,indicator,2,,,,Asthma attack in past 12 months: children (percent),generator,GenerateIndicator;50032,synced
indicator_50033,,indicator,indicator,2,,,,ADHD: children (percent),generator,GenerateIndicator;50033,synced
indicator_50034,,indicator,indicator,2,,,,Serious emotional/behavioral difficulties: children (percent),generator,GenerateIndicator;50034,synced
indicator_50035,,indicator,indicator,2,,,,Food allergy: children (percent),generator,GenerateIndicator;50035,synced
indicator_50036,,indicator,indicator,2,,,,Skin allergy: children (percent),generator,GenerateIndicator;50036,synced
indicator_50037,,indicator,indicator,2,,,,Hay fever/respiratory allergy: children (percent),generator,GenerateIndicator;50037,synced
indicator_50038,,indicator,indicator,2,,,,"Ear infections, 3+ in 12 months: children (percent)",generator,GenerateIndicator;50038,synced
indicator_50039,,indicator,indicator,2,,,,"Headache or migraine, severe: adults (percent)",generator,GenerateIndicator;50039,synced
indicator_50040,,indicator,indicator,2,,,,Low back pain: adults (percent),generator,GenerateIndicator;50040,synced
indicator_50041,,indicator,indicator,2,,,,Neck pain: adults (percent),generator,GenerateIndicator;50041,synced
indicator_50042,,indicator,indicator,2,,,,Basic actions difficulty: adults (percent),generator,GenerateIndicator;50042,synced
indicator_50043,,indicator,indicator,2,,,,Complex activity limitation: adults (percent),generator,GenerateIndicator;50043,synced
indicator_50044,,indicator,indicator,2,,,,Heart disease prevalence: adults (percent),generator,GenerateIndicator;50044,synced
indicator_50045,,indicator,indicator,2,,,,Cancer prevalence: adults (percent),generator,GenerateIndicator;50045,synced
indicator_50046,,indicator,indicator,2,,,,Stroke prevalence: adults (percent),generator,GenerateIndicator;50046,synced
indicator_50047,,indicator,indicator,2,,,,Vision limitations: adults (percent),generator,GenerateIndicator;50047,synced
indicator_50048,,indicator,indicator,2,,,,Fair or poor health (percent) (Source: NHIS),generator,GenerateIndicator;50048,synced
indicator_50049,,indicator,indicator,2,,,,Basic action difficulty/Complex activity limitation: adults (percent),generator,GenerateIndicator;50049,synced
indicator_50051,,indicator,indicator,2,,,,Mammography: women 40+ (percent) (Source: NHIS),generator,GenerateIndicator;50051,synced
indicator_50052,,indicator,indicator,2,,,,Pap smears: women 18+ (percent) (Source: NHIS),generator,GenerateIndicator;50052,synced
indicator_50053,,indicator,indicator,2,,,,Dental visits: ages 2+ (percent) (Source: NHIS),generator,GenerateIndicator;50053,synced
indicator_50054,,indicator,indicator,2,,,,Private health insurance: <65 years (percent) (Source: NHIS),generator,GenerateIndicator;50054,synced
indicator_50055,,indicator,indicator,2,,,,Serious psychological distress: adults (percent),generator,GenerateIndicator;50055,synced
indicator_50056,,indicator,indicator,2,,,,"Health insurance coverage, through workplace: persons <65 (percent)",generator,GenerateIndicator;50056,synced
indicator_50057,,indicator,indicator,2,,,,Medicaid coverage: persons <65 (percent),generator,GenerateIndicator;50057,synced
indicator_50058,,indicator,indicator,2,,,,"Health insurance, none: persons <65 (percent) (Source: NHIS)",generator,GenerateIndicator;50058,synced
indicator_50059,,indicator,indicator,2,,,,Pap smears: women 18+ without hysterectomy (percent),generator,GenerateIndicator;50059,synced
indicator_50060,,indicator,indicator,2,,,,"Source of usual care, none: children (percent)",generator,GenerateIndicator;50060,synced
indicator_50061,,indicator,indicator,2,,,,"Source of usual care, none: adults <65 years (percent)",generator,GenerateIndicator;50061,synced
indicator_50062,,indicator,indicator,2,,,,Deaf or a lot of trouble hearing: adults (percent),generator,GenerateIndicator;50062,synced
indicator_50064,,indicator,indicator,2,,,,Colonoscopy use: adults 50-75 (percent) (Source: NHIS),generator,GenerateIndicator;50064,synced
indicator_50065,,indicator,indicator,2,,,,Medical care delayed or not received due to cost (percent),generator,GenerateIndicator;50065,synced
indicator_50066,,indicator,indicator,2,,,,Prescription drugs not received due to cost (percent),generator,GenerateIndicator;50066,synced
indicator_50067,,indicator,indicator,2,,,,Dental care not received due to cost (percent),generator,GenerateIndicator;50067,synced
indicator_50068,,indicator,indicator,2,,,,No health care visits: children (percent),generator,GenerateIndicator;50068,synced
indicator_50069,,indicator,indicator,2,,,,"Septicemia deaths (per 100,000)",generator,GenerateIndicator;50069,synced
indicator_50070,,indicator,indicator,2,,,,Test Medicare users (number),generator,GenerateIndicator;50070,synced
indicator_50071,,indicator,indicator,2,,,,Test Medicare utilization (percent),generator,GenerateIndicator;50071,synced
indicator_50072,,indicator,indicator,2,,,,"Test Medicare service events (per 1,000 beneficiaries)",generator,GenerateIndicator;50072,synced
indicator_50073,,indicator,indicator,2,,,,Cholesterol management (percent),generator,GenerateIndicator;50073,synced
indicator_50074,,indicator,indicator,2,,,,Medicare Advantage beneficiaries (number),generator,GenerateIndicator;50074,synced
indicator_50075,,indicator,indicator,2,,,,Medicare beneficiaries (number),generator,GenerateIndicator;50075,synced
indicator_50076,,indicator,indicator,2,,,,Medicare Advange participation (percent),generator,GenerateIndicator;50076,synced
indicator_50077,,indicator,indicator,2,,,,Ambulance Medicare users (number),generator,GenerateIndicator;50077,synced
indicator_50078,,indicator,indicator,2,,,,Ambulance Medicare utilization (percent),generator,GenerateIndicator;50078,synced
indicator_50079,,indicator,indicator,2,,,,Actual Medicare total costs (dollars),generator,GenerateIndicator;50079,synced
indicator_50080,,indicator,indicator,2,,,,Standardized Medicare total costs (dollars),generator,GenerateIndicator;50080,synced
indicator_50081,,indicator,indicator,2,,,,Hospital inpatient actual Medicare costs (dollars),generator,GenerateIndicator;50081,synced
indicator_50082,,indicator,indicator,2,1,29513,0,Hospital inpatient standardized Medicare costs (dollars),generator,GenerateIndicator;50082,synced
indicator_50083,,indicator,indicator,2,,,,Long term care hospital actual Medicare costs (dollars),generator,GenerateIndicator;50083,synced
indicator_50084,,indicator,indicator,2,,,,Long term care hospital standardized Medicare costs (dollars),generator,GenerateIndicator;50084,synced
indicator_50085,,indicator,indicator,2,,,,Inpatient rehabilitation facility actual Medicare costs (dollars),generator,GenerateIndicator;50085,synced
indicator_50086,,indicator,indicator,2,,,,Inpatient rehabilitation facility standardized Medicare costs (dollars),generator,GenerateIndicator;50086,synced
indicator_50087,,indicator,indicator,2,,,,Skilled nursing facility actual Medicare costs (dollars),generator,GenerateIndicator;50087,synced
indicator_50088,,indicator,indicator,2,,,,Skilled nursing facility standardized Medicare costs (dollars),generator,GenerateIndicator;50088,synced
indicator_50089,,indicator,indicator,2,,,,Home health actual Medicare costs (dollars),generator,GenerateIndicator;50089,synced
indicator_50090,,indicator,indicator,2,,,,Home health standardized Medicare costs (dollars),generator,GenerateIndicator;50090,synced
indicator_50091,,indicator,indicator,2,,,,Hospice actual Medicare costs (dollars),generator,GenerateIndicator;50091,synced
indicator_50092,,indicator,indicator,2,,,,Hospice standardized Medicare costs (dollars),generator,GenerateIndicator;50092,synced
indicator_50093,,indicator,indicator,2,,,,Hospital outpatient actual Medicare costs (dollars),generator,GenerateIndicator;50093,synced
indicator_50094,,indicator,indicator,2,,,,Hospital outpatient standardized Medicare costs (dollars),generator,GenerateIndicator;50094,synced
indicator_50095,,indicator,indicator,2,,,,Federally qualified health center & rural health center actual Medicare costs  (dollars),generator,GenerateIndicator;50095,synced
indicator_50096,,indicator,indicator,2,,,,Federally qualified health center & rural health center standardized Medicare costs (dollars),generator,GenerateIndicator;50096,synced
indicator_50097,,indicator,indicator,2,,,,Outpatient dialysis facility actual Medicare costs  (dollars),generator,GenerateIndicator;50097,synced
indicator_50098,,indicator,indicator,2,,,,Outpatient dialysis facility standardized Medicare costs (dollars),generator,GenerateIndicator;50098,synced
indicator_50099,,indicator,indicator,2,,,,Ambulatory Surgery Center actual Medicare costs  (dollars),generator,GenerateIndicator;50099,synced
indicator_501,,indicator,indicator,2,,,,Artificial UV tanning: teens,generator,GenerateIndicator;501,synced
indicator_50100,,indicator,indicator,2,,,,Ambulatory surgery center standardized Medicare costs (dollars),generator,GenerateIndicator;50100,synced
indicator_50101,,indicator,indicator,2,,,,Physician evaluation and management actual Medicare costs (dollars),generator,GenerateIndicator;50101,synced
indicator_50102,,indicator,indicator,2,,,,Physician evaluation and management standardized Medicare costs (dollars),generator,GenerateIndicator;50102,synced
indicator_50103,,indicator,indicator,2,,,,Physician procedures actual Medicare costs  (dollars),generator,GenerateIndicator;50103,synced
indicator_50104,,indicator,indicator,2,,,,Physician procedures standardized Medicare costs (dollars),generator,GenerateIndicator;50104,synced
indicator_50105,,indicator,indicator,2,,,,Imaging actual Medicare costs (dollars),generator,GenerateIndicator;50105,synced
indicator_50106,,indicator,indicator,2,,,,Imaging standardized Medicare costs (dollars),generator,GenerateIndicator;50106,synced
indicator_50107,,indicator,indicator,2,,,,Durable medical equipment actual Medicare costs (dollars),generator,GenerateIndicator;50107,synced
indicator_50108,,indicator,indicator,2,,,,Durable medical equipment standardized Medicare costs (dollars),generator,GenerateIndicator;50108,synced
indicator_50109,,indicator,indicator,2,,,,Tests actual Medicare cost (dollars),generator,GenerateIndicator;50109,synced
indicator_50110,,indicator,indicator,2,,,,Tests standardized Medicare costs (dollars),generator,GenerateIndicator;50110,synced
indicator_50111,,indicator,indicator,2,,,,Part B drug actual Medicare cost (dollars),generator,GenerateIndicator;50111,synced
indicator_50112,,indicator,indicator,2,,,,Part B drug standardized Medicare costs (dollars),generator,GenerateIndicator;50112,synced
indicator_50113,,indicator,indicator,2,,,,Ambulance actual Medicare cost (dollars),generator,GenerateIndicator;50113,synced
indicator_50114,,indicator,indicator,2,,,,Ambulance standardized Medicare costs (dollars),generator,GenerateIndicator;50114,synced
indicator_502,,indicator,indicator,2,,,,Artificial UV tanning: adults,generator,GenerateIndicator;502,synced
indicator_503,,indicator,indicator,2,,,,Skin cancer protective measures: teens,generator,GenerateIndicator;503,synced
indicator_504,,indicator,indicator,2,,,,Skin cancer protective measures: adults,generator,GenerateIndicator;504,synced
indicator_505,,indicator,indicator,2,,,,Cervical cancer screening: women 21-65 years,generator,GenerateIndicator;505,synced
indicator_506,,indicator,indicator,2,,,,Colorectal cancer screening: persons 50-75 years,generator,GenerateIndicator;506,synced
indicator_507,,indicator,indicator,2,,,,Mammography: women 50-74 years,generator,GenerateIndicator;507,synced
indicator_509,,indicator,indicator,2,,,,Invasive colorectal cancer,generator,GenerateIndicator;509,synced
indicator_51,,indicator,indicator,2,,,,"Liquor stores (per 10,000)",generator,GenerateIndicator;51,synced
indicator_510,,indicator,indicator,2,,,,Invasive uterine cervical cancer: females,generator,GenerateIndicator;510,synced
indicator_511,,indicator,indicator,2,,,,Late-stage breast cancer: females,generator,GenerateIndicator;511,synced
indicator_512,,indicator,indicator,2,,,,Prostate-specific antigen tests counseling: males,generator,GenerateIndicator;512,synced
indicator_513,,indicator,indicator,2,,,,"Identification of ""people with disabilities"" in data systems",generator,GenerateIndicator;513,synced
indicator_515,,indicator,indicator,2,,,,Social and emotional support: adults with disabilities,generator,GenerateIndicator;515,synced
indicator_516,,indicator,indicator,2,,,,Employment: persons 16-64 years with disabilities,generator,GenerateIndicator;516,synced
indicator_517,,indicator,indicator,2,,,,Inclusion in regular education: students with disabilities,generator,GenerateIndicator;517,synced
indicator_524,,indicator,indicator,2,,,,Congregate care: adults with disabilities,generator,GenerateIndicator;524,synced
indicator_525,,indicator,indicator,2,,,,Congregate care: persons <22 years with disabilities,generator,GenerateIndicator;525,synced
indicator_527,,indicator,indicator,2,,,,Health promotion programs for people with disabilities: States,generator,GenerateIndicator;527,synced
indicator_528,,indicator,indicator,2,,,,Surveillance programs for caregivers: States,generator,GenerateIndicator;528,synced
indicator_529,,indicator,indicator,2,,,,Health promotion programs for caregivers: States,generator,GenerateIndicator;529,synced
indicator_536,,indicator,indicator,2,,,,Transition planning: teens with special health care needs,generator,GenerateIndicator;536,synced
indicator_537,,indicator,indicator,2,,,,Inappropriate medication use: older adults with disabilities,generator,GenerateIndicator;537,synced
indicator_539,,indicator,indicator,2,,,,Early intervention services: children with disabilities,generator,GenerateIndicator;539,synced
indicator_540,,indicator,indicator,2,,,,Medical care: adults with uncontrolled seizures,generator,GenerateIndicator;540,synced
indicator_541,,indicator,indicator,2,,,,Unemployment: persons 16-64 years with disabilities,generator,GenerateIndicator;541,synced
indicator_542,,indicator,indicator,2,,,,Visitable features: homes and residential buildings,generator,GenerateIndicator;542,synced
indicator_543,,indicator,indicator,2,,,,Diagnosis awareness: adults aged 65 years and older with dementias,generator,GenerateIndicator;543,synced
indicator_544,,indicator,indicator,2,,,,Preventable hospitalizations: persons with dementia,generator,GenerateIndicator;544,synced
indicator_545,,indicator,indicator,2,,,,Diabetes education: adults with diabetes,generator,GenerateIndicator;545,synced
indicator_546,,indicator,indicator,2,,,,Diagnosed diabetes: adults with diabetes,generator,GenerateIndicator;546,synced
indicator_547,,indicator,indicator,2,,,,Diabetes-related deaths,generator,GenerateIndicator;547,synced
indicator_548,,indicator,indicator,2,,,,Lower extremity amputations: diabetics,generator,GenerateIndicator;548,synced
indicator_549,,indicator,indicator,2,,,,Urinary microalbumin measurement: diabetic Medicare beneficiaries,generator,GenerateIndicator;549,synced
indicator_550,,indicator,indicator,2,,,,"Glucose A1c test, biannual: adults with diabetes",generator,GenerateIndicator;550,synced
indicator_551,,indicator,indicator,2,,,,"Eye examinations, annual: adults with diabetes",generator,GenerateIndicator;551,synced
indicator_552,,indicator,indicator,2,,,,"Foot examinations, annual: adults with diabetes",generator,GenerateIndicator;552,synced
indicator_553,,indicator,indicator,2,,,,"Dental examinations, annual:  persons with diabetes",generator,GenerateIndicator;553,synced
indicator_554,,indicator,indicator,2,,,,"Glucose monitoring, daily: adults with diabetes",generator,GenerateIndicator;554,synced
indicator_555,,indicator,indicator,2,,,,"Diabetes, new cases",generator,GenerateIndicator;555,synced
indicator_558,,indicator,indicator,2,,,,Glucose A1c > 9%: adults with diabetes,generator,GenerateIndicator;558,synced
indicator_559,,indicator,indicator,2,,,,Glucose A1c < 7%: adults with diabetes,generator,GenerateIndicator;559,synced
indicator_560,,indicator,indicator,2,,,,Blood pressure under control: adults with diabetes,generator,GenerateIndicator;560,synced
indicator_561,,indicator,indicator,2,,,,Lipids under control: adults with diabetes,generator,GenerateIndicator;561,synced
indicator_562,,indicator,indicator,2,,,,Increasing physical activity: adults pre-diabetes,generator,GenerateIndicator;562,synced
indicator_563,,indicator,indicator,2,,,,Trying to lose weight: adults with pre-diabetes,generator,GenerateIndicator;563,synced
indicator_564,,indicator,indicator,2,,,,Reducing fat/calories in diet: adults pre-diabetes,generator,GenerateIndicator;564,synced
indicator_565,,indicator,indicator,2,,,,High school completion: adults 18-24 years,generator,GenerateIndicator;565,synced
indicator_566,,indicator,indicator,2,,,,"Health education, all priority areas: schools",generator,GenerateIndicator;566,synced
indicator_567,,indicator,indicator,2,,,,"Health education, injury prevention: schools",generator,GenerateIndicator;567,synced
indicator_568,,indicator,indicator,2,,,,"Health education, violence prevention: schools",generator,GenerateIndicator;568,synced
indicator_569,,indicator,indicator,2,,,,"Health education, suicide prevention: schools",generator,GenerateIndicator;569,synced
indicator_570,,indicator,indicator,2,,,,"Health education, tobacco use: schools",generator,GenerateIndicator;570,synced
indicator_571,,indicator,indicator,2,,,,"Health education, alcohol/drug use: schools",generator,GenerateIndicator;571,synced
indicator_572,,indicator,indicator,2,,,,"Health education, pregnancy, HIV/AIDS, STD: schools",generator,GenerateIndicator;572,synced
indicator_573,,indicator,indicator,2,,,,"Health education, nutrition: schools",generator,GenerateIndicator;573,synced
indicator_574,,indicator,indicator,2,,,,"Health education, physical activity: schools",generator,GenerateIndicator;574,synced
indicator_576,,indicator,indicator,2,,,,"Health information, injury: post-secondary schools",generator,GenerateIndicator;576,synced
indicator_577,,indicator,indicator,2,,,,"Health information, violence: post-secondary schools",generator,GenerateIndicator;577,synced
indicator_578,,indicator,indicator,2,,,,"Health information, suicide: post-secondary schools",generator,GenerateIndicator;578,synced
indicator_579,,indicator,indicator,2,,,,"Health information, tobacco use: post-secondary schools",generator,GenerateIndicator;579,synced
indicator_580,,indicator,indicator,2,,,,"Health information, alcohol/drug: post-secondary schools",generator,GenerateIndicator;580,synced
indicator_581,,indicator,indicator,2,,,,"Health information, unintended pregnancy: post-secondary schools",generator,GenerateIndicator;581,synced
indicator_582,,indicator,indicator,2,,,,"Health information, HIV & STD: post-secondary schools",generator,GenerateIndicator;582,synced
indicator_583,,indicator,indicator,2,,,,"Health information, nutrition: post-secondary schools",generator,GenerateIndicator;583,synced
indicator_584,,indicator,indicator,2,,,,"Health information, physical activity: post-secondary schools",generator,GenerateIndicator;584,synced
indicator_585,,indicator,indicator,2,,,,School nurse-to-student ratio: schools,generator,GenerateIndicator;585,synced
indicator_586,,indicator,indicator,2,,,,School nurse-to-student ratio: high schools,generator,GenerateIndicator;586,synced
indicator_587,,indicator,indicator,2,,,,School nurse-to-student ratio: middle schools,generator,GenerateIndicator;587,synced
indicator_588,,indicator,indicator,2,,,,School nurse-to-student ratio: elementary schools,generator,GenerateIndicator;588,synced
indicator_596,,indicator,indicator,2,,,,Injury prevention: community-based organizations,generator,GenerateIndicator;596,synced
indicator_597,,indicator,indicator,2,,,,Violence prevention: community-based organizations,generator,GenerateIndicator;597,synced
indicator_598,,indicator,indicator,2,,,,Mental illness prevention: community-based organizations,generator,GenerateIndicator;598,synced
indicator_599,,indicator,indicator,2,,,,Tobacco use prevention: community-based organizations,generator,GenerateIndicator;599,synced
indicator_600,,indicator,indicator,2,,,,Substance abuse prevention: community-based organizations,generator,GenerateIndicator;600,synced
indicator_601,,indicator,indicator,2,,,,Unintended pregnancy prevention: community-based organizations,generator,GenerateIndicator;601,synced
indicator_602,,indicator,indicator,2,,,,Chronic diseases prevention: community-based organizations,generator,GenerateIndicator;602,synced
indicator_603,,indicator,indicator,2,,,,Nutrition services: community-based organizations,generator,GenerateIndicator;603,synced
indicator_604,,indicator,indicator,2,,,,Physical activity: community-based organizations,generator,GenerateIndicator;604,synced
indicator_606,,indicator,indicator,2,,,,"M.D. training, counseling for health promotion",generator,GenerateIndicator;606,synced
indicator_607,,indicator,indicator,2,,,,"M.D. training, cultural diversity",generator,GenerateIndicator;607,synced
indicator_608,,indicator,indicator,2,,,,"M.D. training, evaluation of health sciences literature",generator,GenerateIndicator;608,synced
indicator_609,,indicator,indicator,2,,,,"M.D. training, environmental health",generator,GenerateIndicator;609,synced
indicator_610,,indicator,indicator,2,,,,"M.D. training, public health systems",generator,GenerateIndicator;610,synced
indicator_611,,indicator,indicator,2,,,,"M.D. training, global health",generator,GenerateIndicator;611,synced
indicator_612,,indicator,indicator,2,,,,"D.O. training, counseling for health promotion",generator,GenerateIndicator;612,synced
indicator_613,,indicator,indicator,2,,,,"D.O. training, cultural diversity",generator,GenerateIndicator;613,synced
indicator_614,,indicator,indicator,2,,,,"D.O. training, evaluation of health sciences literature",generator,GenerateIndicator;614,synced
indicator_615,,indicator,indicator,2,,,,"D.O. training, environmental health",generator,GenerateIndicator;615,synced
indicator_616,,indicator,indicator,2,,,,"D.O. training, public health systems",generator,GenerateIndicator;616,synced
indicator_617,,indicator,indicator,2,,,,"D.O. training, global health",generator,GenerateIndicator;617,synced
indicator_618,,indicator,indicator,2,,,,"Nursing training, counseling for health promotion",generator,GenerateIndicator;618,synced
indicator_619,,indicator,indicator,2,,,,"Nursing training, cultural diversity",generator,GenerateIndicator;619,synced
indicator_620,,indicator,indicator,2,,,,"Nursing training, evaluation of health sciences literature",generator,GenerateIndicator;620,synced
indicator_621,,indicator,indicator,2,,,,"Nursing training, environmental health",generator,GenerateIndicator;621,synced
indicator_622,,indicator,indicator,2,,,,"Nursing training, public health systems",generator,GenerateIndicator;622,synced
indicator_623,,indicator,indicator,2,,,,"Nursing training, global health",generator,GenerateIndicator;623,synced
indicator_624,,indicator,indicator,2,,,,"Nurse practitioner training, health promotion counseling",generator,GenerateIndicator;624,synced
indicator_625,,indicator,indicator,2,,,,"Nurse practitioner training, cultural diversity",generator,GenerateIndicator;625,synced
